RANK,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Tournament
63,S.H. Kim,46.15%,24,52,Texas Children's Houston Open
63,Vincent Norrman,46.15%,24,52,Texas Children's Houston Open
63,Taylor Pendrith,46.15%,24,52,Texas Children's Houston Open
63,Sam Ryder,46.15%,24,52,Texas Children's Houston Open
63,David Skinns,46.15%,24,52,Texas Children's Houston Open
63,Gary Woodland,46.15%,24,52,Texas Children's Houston Open
72,Tyson Alexander,44.23%,23,52,Texas Children's Houston Open
72,Peter Malnati,44.23%,23,52,Texas Children's Houston Open
74,Garrick Higgo,42.31%,22,52,Texas Children's Houston Open
74,Beau Hossler,42.31%,22,52,Texas Children's Houston Open
74,Roger Sloan,42.31%,22,52,Texas Children's Houston Open
77,Scott Gutschewski,40.38%,21,52,Texas Children's Houston Open
78,Alejandro Tosti,38.46%,20,52,Texas Children's Houston Open
78,Jhonattan Vegas,38.46%,20,52,Texas Children's Houston Open
80,Adrien Dumont de Chassart,36.54%,19,52,Texas Children's Houston Open
80,Nick Dunlap,36.54%,19,52,Texas Children's Houston Open
80,Ryan Fox,36.54%,19,52,Texas Children's Houston Open
80,Raul Pereda,36.54%,19,52,Texas Children's Houston Open
1,Adam Svensson,71.15%,37,52,Valspar Championship
2,Jorge Campillo,69.23%,36,52,Valspar Championship
2,Ryo Hisatsune,69.23%,36,52,Valspar Championship
2,Lee Hodges,69.23%,36,52,Valspar Championship
5,Doug Ghim,67.31%,35,52,Valspar Championship
5,Max Greyserman,67.31%,35,52,Valspar Championship
7,Chan Kim,65.38%,34,52,Valspar Championship
7,Seamus Power,65.38%,34,52,Valspar Championship
7,Roger Sloan,65.38%,34,52,Valspar Championship
7,Cameron Young,65.38%,34,52,Valspar Championship
11,Fred Biondi,63.46%,33,52,Valspar Championship
11,Lucas Glover,63.46%,33,52,Valspar Championship
11,Ryan Moore,63.46%,33,52,Valspar Championship
11,Ryan Palmer,63.46%,33,52,Valspar Championship
15,Christiaan Bezuidenhout,61.54%,32,52,Valspar Championship
15,Joel Dahmen,61.54%,32,52,Valspar Championship
15,Chandler Phillips,61.54%,32,52,Valspar Championship
15,Xander Schauffele,61.54%,32,52,Valspar Championship
15,Tom Whitney,61.54%,32,52,Valspar Championship
20,Akshay Bhatia,59.62%,31,52,Valspar Championship
20,Alexander Björk,59.62%,31,52,Valspar Championship
20,Ben Griffin,59.62%,31,52,Valspar Championship
20,Matt Kuchar,59.62%,31,52,Valspar Championship
20,Webb Simpson,59.62%,31,52,Valspar Championship
25,Hayden Buckley,57.69%,30,52,Valspar Championship
25,Keith Mitchell,57.69%,30,52,Valspar Championship
25,Brendon Todd,57.69%,30,52,Valspar Championship
25,Sami Valimaki,57.69%,30,52,Valspar Championship
25,Carson Young,57.69%,30,52,Valspar Championship
25,Carl Yuan,57.69%,30,52,Valspar Championship
31,Adam Hadwin,55.77%,29,52,Valspar Championship
31,K.H. Lee,55.77%,29,52,Valspar Championship
31,Robert MacIntyre,55.77%,29,52,Valspar Championship
31,Sam Ryder,55.77%,29,52,Valspar Championship
31,Sam Stevens,55.77%,29,52,Valspar Championship
31,Kevin Streelman,55.77%,29,52,Valspar Championship
31,Dylan Wu,55.77%,29,52,Valspar Championship
38,Aaron Baddeley,53.85%,28,52,Valspar Championship
38,Kevin Dougherty,53.85%,28,52,Valspar Championship
38,Mackenzie Hughes,53.85%,28,52,Valspar Championship
38,Chez Reavie,53.85%,28,52,Valspar Championship
38,Matti Schmid,53.85%,28,52,Valspar Championship
38,Robby Shelton,53.85%,28,52,Valspar Championship
38,Greyson Sigg,53.85%,28,52,Valspar Championship
38,Scott Stallings,53.85%,28,52,Valspar Championship
,Field Average,53.17%,,,Valspar Championship
46,Thomas Detry,51.92%,27,52,Valspar Championship
46,Rico Hoey,51.92%,27,52,Valspar Championship
46,Peter Malnati,51.92%,27,52,Valspar Championship
46,Ben Martin,51.92%,27,52,Valspar Championship
46,Taylor Moore,51.92%,27,52,Valspar Championship
46,Matt Wallace,51.92%,27,52,Valspar Championship
52,Cameron Champ,50.00%,26,52,Valspar Championship
52,Parker Coody,50.00%,26,52,Valspar Championship
52,Billy Horschel,50.00%,26,52,Valspar Championship
52,Mac Meissner,50.00%,26,52,Valspar Championship
52,Kevin Roy,50.00%,26,52,Valspar Championship
52,Justin Thomas,50.00%,26,52,Valspar Championship
58,Ryan Brehm,48.08%,25,52,Valspar Championship
58,Harry Hall,48.08%,25,52,Valspar Championship
58,Maverick McNealy,48.08%,25,52,Valspar Championship
58,Andrew Novak,48.08%,25,52,Valspar Championship
58,Alejandro Tosti,48.08%,25,52,Valspar Championship
63,Bronson Burgoon,46.15%,24,52,Valspar Championship
63,Stewart Cink,46.15%,24,52,Valspar Championship
63,Eric Cole,46.15%,24,52,Valspar Championship
63,Chris Gotterup,46.15%,24,52,Valspar Championship
63,Adam Schenk,46.15%,24,52,Valspar Championship
68,Joseph Bramlett,44.23%,23,52,Valspar Championship
68,Hayden Springer,44.23%,23,52,Valspar Championship
68,Justin Suh,44.23%,23,52,Valspar Championship
68,Nick Taylor,44.23%,23,52,Valspar Championship
68,Vince Whaley,44.23%,23,52,Valspar Championship
73,Michael Kim,42.31%,22,52,Valspar Championship
74,David Skinns,40.38%,21,52,Valspar Championship
75,Callum Tarren,38.46%,20,52,Valspar Championship
75,Norman Xiong,38.46%,20,52,Valspar Championship
77,S.H. Kim,36.54%,19,52,Valspar Championship
1,Aaron Rai,80.36%,45,56,THE PLAYERS Championship
1,Scottie Scheffler,80.36%,45,56,THE PLAYERS Championship
3,Brice Garnett,78.57%,44,56,THE PLAYERS Championship
4,Tommy Fleetwood,76.79%,43,56,THE PLAYERS Championship
4,Sungjae Im,76.79%,43,56,THE PLAYERS Championship
6,Mark Hubbard,75.00%,42,56,THE PLAYERS Championship
7,Adam Schenk,73.21%,41,56,THE PLAYERS Championship
8,Joel Dahmen,71.43%,40,56,THE PLAYERS Championship
8,Si Woo Kim,71.43%,40,56,THE PLAYERS Championship
8,Ryan Moore,71.43%,40,56,THE PLAYERS Championship
11,Tyler Duncan,69.64%,39,56,THE PLAYERS Championship
11,Matt Fitzpatrick,69.64%,39,56,THE PLAYERS Championship
11,Lee Hodges,69.64%,39,56,THE PLAYERS Championship
11,Nate Lashley,69.64%,39,56,THE PLAYERS Championship
11,Sam Ryder,69.64%,39,56,THE PLAYERS Championship
16,Viktor Hovland,67.86%,38,56,THE PLAYERS Championship
16,Min Woo Lee,67.86%,38,56,THE PLAYERS Championship
16,Shane Lowry,67.86%,38,56,THE PLAYERS Championship
16,Collin Morikawa,67.86%,38,56,THE PLAYERS Championship
16,Matt NeSmith,67.86%,38,56,THE PLAYERS Championship
21,Chris Kirk,66.07%,37,56,THE PLAYERS Championship
21,Martin Laird,66.07%,37,56,THE PLAYERS Championship
21,Taylor Moore,66.07%,37,56,THE PLAYERS Championship
21,Alex Noren,66.07%,37,56,THE PLAYERS Championship
21,J.T. Poston,66.07%,37,56,THE PLAYERS Championship
26,Wyndham Clark,64.29%,36,56,THE PLAYERS Championship
26,Austin Eckroat,64.29%,36,56,THE PLAYERS Championship
26,Doug Ghim,64.29%,36,56,THE PLAYERS Championship
26,Brian Harman,64.29%,36,56,THE PLAYERS Championship
26,Mackenzie Hughes,64.29%,36,56,THE PLAYERS Championship
26,Chan Kim,64.29%,36,56,THE PLAYERS Championship
26,Hideki Matsuyama,64.29%,36,56,THE PLAYERS Championship
26,Maverick McNealy,64.29%,36,56,THE PLAYERS Championship
26,Francesco Molinari,64.29%,36,56,THE PLAYERS Championship
35,Ludvig Åberg,62.50%,35,56,THE PLAYERS Championship
35,Zac Blair,62.50%,35,56,THE PLAYERS Championship
37,Emiliano Grillo,60.71%,34,56,THE PLAYERS Championship
37,Kurt Kitayama,60.71%,34,56,THE PLAYERS Championship
37,Jake Knapp,60.71%,34,56,THE PLAYERS Championship
37,Grayson Murray,60.71%,34,56,THE PLAYERS Championship
37,Seamus Power,60.71%,34,56,THE PLAYERS Championship
37,Sami Valimaki,60.71%,34,56,THE PLAYERS Championship
,Field Average,60.51%,,,THE PLAYERS Championship
43,Jason Day,58.93%,33,56,THE PLAYERS Championship
43,Harris English,58.93%,33,56,THE PLAYERS Championship
43,Taylor Montgomery,58.93%,33,56,THE PLAYERS Championship
43,C.T. Pan,58.93%,33,56,THE PLAYERS Championship
43,Matti Schmid,58.93%,33,56,THE PLAYERS Championship
43,J.J. Spaun,58.93%,33,56,THE PLAYERS Championship
43,Jimmy Stanger,58.93%,33,56,THE PLAYERS Championship
50,Sam Burns,57.14%,32,56,THE PLAYERS Championship
50,Corey Conners,57.14%,32,56,THE PLAYERS Championship
50,Andrew Putnam,57.14%,32,56,THE PLAYERS Championship
50,Xander Schauffele,57.14%,32,56,THE PLAYERS Championship
50,Adam Scott,57.14%,32,56,THE PLAYERS Championship
50,Nick Taylor,57.14%,32,56,THE PLAYERS Championship
50,Dylan Wu,57.14%,32,56,THE PLAYERS Championship
57,Patrick Cantlay,55.36%,31,56,THE PLAYERS Championship
57,Rickie Fowler,55.36%,31,56,THE PLAYERS Championship
57,David Lipsky,55.36%,31,56,THE PLAYERS Championship
57,Ben Martin,55.36%,31,56,THE PLAYERS Championship
57,Denny McCarthy,55.36%,31,56,THE PLAYERS Championship
57,Sepp Straka,55.36%,31,56,THE PLAYERS Championship
57,Sahith Theegala,55.36%,31,56,THE PLAYERS Championship
57,Gary Woodland,55.36%,31,56,THE PLAYERS Championship
57,Cameron Young,55.36%,31,56,THE PLAYERS Championship
66,Christiaan Bezuidenhout,53.57%,30,56,THE PLAYERS Championship
67,Tom Hoge,51.79%,29,56,THE PLAYERS Championship
67,Keith Mitchell,51.79%,29,56,THE PLAYERS Championship
69,Thomas Detry,50.00%,28,56,THE PLAYERS Championship
69,Rory McIlroy,50.00%,28,56,THE PLAYERS Championship
71,Tony Finau,46.43%,26,56,THE PLAYERS Championship
71,Max Homa,46.43%,26,56,THE PLAYERS Championship
73,Peter Malnati,42.86%,24,56,THE PLAYERS Championship
1,Austin Smotherman,76.79%,43,56,Puerto Rico Open
2,Troy Merritt,75.00%,42,56,Puerto Rico Open
3,Brice Garnett,71.43%,40,56,Puerto Rico Open
3,Josh Teater,71.43%,40,56,Puerto Rico Open
5,Cody Gribble,69.64%,39,56,Puerto Rico Open
5,Ben Kohles,69.64%,39,56,Puerto Rico Open
5,Victor Perez,69.64%,39,56,Puerto Rico Open
5,Brian Stuard,69.64%,39,56,Puerto Rico Open
9,Adrien Dumont de Chassart,67.86%,38,56,Puerto Rico Open
9,Tyler Duncan,67.86%,38,56,Puerto Rico Open
9,Ryo Hisatsune,67.86%,38,56,Puerto Rico Open
9,Roger Sloan,67.86%,38,56,Puerto Rico Open
9,Norman Xiong,67.86%,38,56,Puerto Rico Open
14,Sangmoon Bae,66.07%,37,56,Puerto Rico Open
14,Kevin Chappell,66.07%,37,56,Puerto Rico Open
14,Harry Hall,66.07%,37,56,Puerto Rico Open
14,Henrik Norlander,66.07%,37,56,Puerto Rico Open
14,Chris Stroud,66.07%,37,56,Puerto Rico Open
19,Patrick Fishburn,64.29%,36,56,Puerto Rico Open
19,Aaron Rai,64.29%,36,56,Puerto Rico Open
19,Taiga Semikawa,64.29%,36,56,Puerto Rico Open
22,Pierceson Coody,62.50%,35,56,Puerto Rico Open
22,Austin Cook,62.50%,35,56,Puerto Rico Open
22,Zecheng Dou,62.50%,35,56,Puerto Rico Open
22,Jim Herman,62.50%,35,56,Puerto Rico Open
22,Joe Highsmith,62.50%,35,56,Puerto Rico Open
22,Sean O'Hair,62.50%,35,56,Puerto Rico Open
22,Matti Schmid,62.50%,35,56,Puerto Rico Open
22,Jimmy Stanger,62.50%,35,56,Puerto Rico Open
30,Jacob Bridgeman,60.71%,34,56,Puerto Rico Open
30,Tyler Collet,60.71%,34,56,Puerto Rico Open
30,S.Y. Noh,60.71%,34,56,Puerto Rico Open
30,Kyle Stanley,60.71%,34,56,Puerto Rico Open
30,Richy Werenski,60.71%,34,56,Puerto Rico Open
35,Angel Ayora,58.93%,33,56,Puerto Rico Open
35,Aaron Baddeley,58.93%,33,56,Puerto Rico Open
35,Tommy Gainey,58.93%,33,56,Puerto Rico Open
35,Max Greyserman,58.93%,33,56,Puerto Rico Open
35,Evan Harmeling,58.93%,33,56,Puerto Rico Open
35,Mac Meissner,58.93%,33,56,Puerto Rico Open
35,Tom Whitney,58.93%,33,56,Puerto Rico Open
,Field Average,57.72%,,,Puerto Rico Open
42,Erik Barnes,57.14%,32,56,Puerto Rico Open
42,Ryan Brehm,57.14%,32,56,Puerto Rico Open
42,Rico Hoey,57.14%,32,56,Puerto Rico Open
42,Chan Kim,57.14%,32,56,Puerto Rico Open
42,Martin Laird,57.14%,32,56,Puerto Rico Open
42,Ben Silverman,57.14%,32,56,Puerto Rico Open
42,Kevin Streelman,57.14%,32,56,Puerto Rico Open
42,Brandon Wu,57.14%,32,56,Puerto Rico Open
50,Michael Kim,55.36%,31,56,Puerto Rico Open
50,Robert MacIntyre,55.36%,31,56,Puerto Rico Open
50,Ryan McCormick,55.36%,31,56,Puerto Rico Open
50,Scott Piercy,55.36%,31,56,Puerto Rico Open
50,Hayden Springer,55.36%,31,56,Puerto Rico Open
50,Sam Stevens,55.36%,31,56,Puerto Rico Open
50,Kevin Tway,55.36%,31,56,Puerto Rico Open
57,Rafael Campos,53.57%,30,56,Puerto Rico Open
57,Michael Gligic,53.57%,30,56,Puerto Rico Open
57,Ben Martin,53.57%,30,56,Puerto Rico Open
60,Fred Biondi,51.79%,29,56,Puerto Rico Open
60,Nico Echavarria,51.79%,29,56,Puerto Rico Open
60,Chris Nido,51.79%,29,56,Puerto Rico Open
60,Raul Pereda,51.79%,29,56,Puerto Rico Open
60,Jackson Van Paris,51.79%,29,56,Puerto Rico Open
65,Harrison Endycott,50.00%,28,56,Puerto Rico Open
65,Paul Haley II,50.00%,28,56,Puerto Rico Open
65,Garrick Higgo,50.00%,28,56,Puerto Rico Open
65,David Skinns,50.00%,28,56,Puerto Rico Open
69,Joel Dahmen,48.21%,27,56,Puerto Rico Open
70,Ben Griffin,46.43%,26,56,Puerto Rico Open
71,Rasmus Højgaard,44.64%,25,56,Puerto Rico Open
72,Vince Whaley,41.07%,23,56,Puerto Rico Open
1,Will Zalatoris,71.43%,40,56,Arnold Palmer Invitational presented by Mastercard
2,Cam Davis,69.64%,39,56,Arnold Palmer Invitational presented by Mastercard
2,Shane Lowry,69.64%,39,56,Arnold Palmer Invitational presented by Mastercard
2,Grayson Murray,69.64%,39,56,Arnold Palmer Invitational presented by Mastercard
5,Emiliano Grillo,67.86%,38,56,Arnold Palmer Invitational presented by Mastercard
5,Si Woo Kim,67.86%,38,56,Arnold Palmer Invitational presented by Mastercard
5,Sepp Straka,67.86%,38,56,Arnold Palmer Invitational presented by Mastercard
8,Jason Day,66.07%,37,56,Arnold Palmer Invitational presented by Mastercard
8,Rickie Fowler,66.07%,37,56,Arnold Palmer Invitational presented by Mastercard
8,Rory McIlroy,66.07%,37,56,Arnold Palmer Invitational presented by Mastercard
8,Seamus Power,66.07%,37,56,Arnold Palmer Invitational presented by Mastercard
12,Lucas Glover,64.29%,36,56,Arnold Palmer Invitational presented by Mastercard
12,Lee Hodges,64.29%,36,56,Arnold Palmer Invitational presented by Mastercard
12,Tom Hoge,64.29%,36,56,Arnold Palmer Invitational presented by Mastercard
12,Andrew Putnam,64.29%,36,56,Arnold Palmer Invitational presented by Mastercard
12,Jordan Spieth,64.29%,36,56,Arnold Palmer Invitational presented by Mastercard
12,Nick Taylor,64.29%,36,56,Arnold Palmer Invitational presented by Mastercard
12,Sahith Theegala,64.29%,36,56,Arnold Palmer Invitational presented by Mastercard
19,Sam Burns,62.50%,35,56,Arnold Palmer Invitational presented by Mastercard
19,Patrick Cantlay,62.50%,35,56,Arnold Palmer Invitational presented by Mastercard
19,Brian Harman,62.50%,35,56,Arnold Palmer Invitational presented by Mastercard
19,Russell Henley,62.50%,35,56,Arnold Palmer Invitational presented by Mastercard
19,C.T. Pan,62.50%,35,56,Arnold Palmer Invitational presented by Mastercard
19,Webb Simpson,62.50%,35,56,Arnold Palmer Invitational presented by Mastercard
25,Christiaan Bezuidenhout,60.71%,34,56,Arnold Palmer Invitational presented by Mastercard
25,Mackenzie Hughes,60.71%,34,56,Arnold Palmer Invitational presented by Mastercard
25,J.T. Poston,60.71%,34,56,Arnold Palmer Invitational presented by Mastercard
25,Brendon Todd,60.71%,34,56,Arnold Palmer Invitational presented by Mastercard
29,Ludvig Åberg,58.93%,33,56,Arnold Palmer Invitational presented by Mastercard
29,Corey Conners,58.93%,33,56,Arnold Palmer Invitational presented by Mastercard
29,Austin Eckroat,58.93%,33,56,Arnold Palmer Invitational presented by Mastercard
29,Adam Hadwin,58.93%,33,56,Arnold Palmer Invitational presented by Mastercard
29,Viktor Hovland,58.93%,33,56,Arnold Palmer Invitational presented by Mastercard
29,Stephan Jaeger,58.93%,33,56,Arnold Palmer Invitational presented by Mastercard
29,Min Woo Lee,58.93%,33,56,Arnold Palmer Invitational presented by Mastercard
29,Hideki Matsuyama,58.93%,33,56,Arnold Palmer Invitational presented by Mastercard
29,Justin Thomas,58.93%,33,56,Arnold Palmer Invitational presented by Mastercard
,Field Average,58.91%,,,Arnold Palmer Invitational presented by Mastercard
38,Keegan Bradley,57.14%,32,56,Arnold Palmer Invitational presented by Mastercard
38,Luke List,57.14%,32,56,Arnold Palmer Invitational presented by Mastercard
38,Denny McCarthy,57.14%,32,56,Arnold Palmer Invitational presented by Mastercard
38,Scottie Scheffler,57.14%,32,56,Arnold Palmer Invitational presented by Mastercard
42,Eric Cole,55.36%,31,56,Arnold Palmer Invitational presented by Mastercard
42,Harris English,55.36%,31,56,Arnold Palmer Invitational presented by Mastercard
42,Taylor Moore,55.36%,31,56,Arnold Palmer Invitational presented by Mastercard
42,Matthieu Pavon,55.36%,31,56,Arnold Palmer Invitational presented by Mastercard
42,Xander Schauffele,55.36%,31,56,Arnold Palmer Invitational presented by Mastercard
47,Wyndham Clark,53.57%,30,56,Arnold Palmer Invitational presented by Mastercard
47,Chris Kirk,53.57%,30,56,Arnold Palmer Invitational presented by Mastercard
49,Byeong Hun An,51.79%,29,56,Arnold Palmer Invitational presented by Mastercard
49,Sungjae Im,51.79%,29,56,Arnold Palmer Invitational presented by Mastercard
51,Max Homa,50.00%,28,56,Arnold Palmer Invitational presented by Mastercard
51,Justin Lower,50.00%,28,56,Arnold Palmer Invitational presented by Mastercard
53,Nick Dunlap,48.21%,27,56,Arnold Palmer Invitational presented by Mastercard
53,Patrick Rodgers,48.21%,27,56,Arnold Palmer Invitational presented by Mastercard
55,Tom Kim,46.43%,26,56,Arnold Palmer Invitational presented by Mastercard
55,Erik van Rooyen,46.43%,26,56,Arnold Palmer Invitational presented by Mastercard
55,Cameron Young,46.43%,26,56,Arnold Palmer Invitational presented by Mastercard
58,Jake Knapp,41.07%,23,56,Arnold Palmer Invitational presented by Mastercard
1,Zach Johnson,83.93%,47,56,Cognizant Classic in The Palm Beaches
2,Alexander Björk,82.14%,46,56,Cognizant Classic in The Palm Beaches
3,Austin Eckroat,80.36%,45,56,Cognizant Classic in The Palm Beaches
3,Tom Kim,80.36%,45,56,Cognizant Classic in The Palm Beaches
5,David Lipsky,78.57%,44,56,Cognizant Classic in The Palm Beaches
6,Russell Henley,76.79%,43,56,Cognizant Classic in The Palm Beaches
6,Tom Hoge,76.79%,43,56,Cognizant Classic in The Palm Beaches
8,Bud Cauley,75.00%,42,56,Cognizant Classic in The Palm Beaches
8,Shane Lowry,75.00%,42,56,Cognizant Classic in The Palm Beaches
8,C.T. Pan,75.00%,42,56,Cognizant Classic in The Palm Beaches
8,Davis Thompson,75.00%,42,56,Cognizant Classic in The Palm Beaches
8,Carson Young,75.00%,42,56,Cognizant Classic in The Palm Beaches
13,Jake Knapp,73.21%,41,56,Cognizant Classic in The Palm Beaches
13,Rory McIlroy,73.21%,41,56,Cognizant Classic in The Palm Beaches
13,Troy Merritt,73.21%,41,56,Cognizant Classic in The Palm Beaches
13,Keith Mitchell,73.21%,41,56,Cognizant Classic in The Palm Beaches
13,Alex Noren,73.21%,41,56,Cognizant Classic in The Palm Beaches
18,Doug Ghim,71.43%,40,56,Cognizant Classic in The Palm Beaches
18,Andrew Novak,71.43%,40,56,Cognizant Classic in The Palm Beaches
18,Adam Schenk,71.43%,40,56,Cognizant Classic in The Palm Beaches
18,Kevin Yu,71.43%,40,56,Cognizant Classic in The Palm Beaches
22,Corey Conners,69.64%,39,56,Cognizant Classic in The Palm Beaches
22,Maverick McNealy,69.64%,39,56,Cognizant Classic in The Palm Beaches
22,Sam Ryder,69.64%,39,56,Cognizant Classic in The Palm Beaches
22,Greyson Sigg,69.64%,39,56,Cognizant Classic in The Palm Beaches
22,Ben Silverman,69.64%,39,56,Cognizant Classic in The Palm Beaches
27,Lucas Glover,67.86%,38,56,Cognizant Classic in The Palm Beaches
27,Beau Hossler,67.86%,38,56,Cognizant Classic in The Palm Beaches
27,Mark Hubbard,67.86%,38,56,Cognizant Classic in The Palm Beaches
27,K.H. Lee,67.86%,38,56,Cognizant Classic in The Palm Beaches
27,J.T. Poston,67.86%,38,56,Cognizant Classic in The Palm Beaches
27,David Skinns,67.86%,38,56,Cognizant Classic in The Palm Beaches
33,Parker Coody,66.07%,37,56,Cognizant Classic in The Palm Beaches
33,Rickie Fowler,66.07%,37,56,Cognizant Classic in The Palm Beaches
33,Chris Kirk,66.07%,37,56,Cognizant Classic in The Palm Beaches
33,Davis Riley,66.07%,37,56,Cognizant Classic in The Palm Beaches
33,Cameron Young,66.07%,37,56,Cognizant Classic in The Palm Beaches
,Field Average,64.88%,,,Cognizant Classic in The Palm Beaches
38,Martin Laird,64.29%,36,56,Cognizant Classic in The Palm Beaches
38,Min Woo Lee,64.29%,36,56,Cognizant Classic in The Palm Beaches
38,Jimmy Stanger,64.29%,36,56,Cognizant Classic in The Palm Beaches
41,Joseph Bramlett,62.50%,35,56,Cognizant Classic in The Palm Beaches
41,Jorge Campillo,62.50%,35,56,Cognizant Classic in The Palm Beaches
41,Nico Echavarria,62.50%,35,56,Cognizant Classic in The Palm Beaches
41,Matt Fitzpatrick,62.50%,35,56,Cognizant Classic in The Palm Beaches
41,Billy Horschel,62.50%,35,56,Cognizant Classic in The Palm Beaches
41,Chan Kim,62.50%,35,56,Cognizant Classic in The Palm Beaches
41,Peter Malnati,62.50%,35,56,Cognizant Classic in The Palm Beaches
41,Chad Ramey,62.50%,35,56,Cognizant Classic in The Palm Beaches
41,Justin Rose,62.50%,35,56,Cognizant Classic in The Palm Beaches
41,Erik van Rooyen,62.50%,35,56,Cognizant Classic in The Palm Beaches
51,Rico Hoey,60.71%,34,56,Cognizant Classic in The Palm Beaches
51,Vincent Norrman,60.71%,34,56,Cognizant Classic in The Palm Beaches
51,Matthieu Pavon,60.71%,34,56,Cognizant Classic in The Palm Beaches
51,Victor Perez,60.71%,34,56,Cognizant Classic in The Palm Beaches
55,Byeong Hun An,58.93%,33,56,Cognizant Classic in The Palm Beaches
55,Nick Dunlap,58.93%,33,56,Cognizant Classic in The Palm Beaches
55,S.H. Kim,58.93%,33,56,Cognizant Classic in The Palm Beaches
58,Chesson Hadley,57.14%,32,56,Cognizant Classic in The Palm Beaches
58,Camilo Villegas,57.14%,32,56,Cognizant Classic in The Palm Beaches
60,Tyson Alexander,55.36%,31,56,Cognizant Classic in The Palm Beaches
60,Jacob Bridgeman,55.36%,31,56,Cognizant Classic in The Palm Beaches
60,Max Greyserman,55.36%,31,56,Cognizant Classic in The Palm Beaches
60,Robert MacIntyre,55.36%,31,56,Cognizant Classic in The Palm Beaches
60,Mac Meissner,55.36%,31,56,Cognizant Classic in The Palm Beaches
65,Ryan Fox,50.00%,28,56,Cognizant Classic in The Palm Beaches
65,Taylor Montgomery,50.00%,28,56,Cognizant Classic in The Palm Beaches
67,Garrick Higgo,48.21%,27,56,Cognizant Classic in The Palm Beaches
68,Chris Gotterup,39.29%,22,56,Cognizant Classic in The Palm Beaches
1,Aaron Rai,90.38%,47,52,Mexico Open at Vidanta
2,Ben Silverman,84.62%,44,52,Mexico Open at Vidanta
3,Alvaro Ortiz,82.69%,43,52,Mexico Open at Vidanta
3,Dylan Wu,82.69%,43,52,Mexico Open at Vidanta
5,Chan Kim,78.85%,41,52,Mexico Open at Vidanta
5,Ryan Moore,78.85%,41,52,Mexico Open at Vidanta
5,Carson Young,78.85%,41,52,Mexico Open at Vidanta
8,Nico Echavarria,76.92%,40,52,Mexico Open at Vidanta
8,Emiliano Grillo,76.92%,40,52,Mexico Open at Vidanta
8,Troy Merritt,76.92%,40,52,Mexico Open at Vidanta
11,Doug Ghim,75.00%,39,52,Mexico Open at Vidanta
11,Ryan Palmer,75.00%,39,52,Mexico Open at Vidanta
11,Robby Shelton,75.00%,39,52,Mexico Open at Vidanta
11,Jimmy Stanger,75.00%,39,52,Mexico Open at Vidanta
15,Padraig Harrington,73.08%,38,52,Mexico Open at Vidanta
15,C.T. Pan,73.08%,38,52,Mexico Open at Vidanta
15,Erik van Rooyen,73.08%,38,52,Mexico Open at Vidanta
18,Keith Mitchell,71.15%,37,52,Mexico Open at Vidanta
18,Patrick Rodgers,71.15%,37,52,Mexico Open at Vidanta
18,Greyson Sigg,71.15%,37,52,Mexico Open at Vidanta
18,Brandon Wu,71.15%,37,52,Mexico Open at Vidanta
22,Ryo Hisatsune,69.23%,36,52,Mexico Open at Vidanta
22,Justin Lower,69.23%,36,52,Mexico Open at Vidanta
22,Robert MacIntyre,69.23%,36,52,Mexico Open at Vidanta
22,Chandler Phillips,69.23%,36,52,Mexico Open at Vidanta
22,Chad Ramey,69.23%,36,52,Mexico Open at Vidanta
22,Hayden Springer,69.23%,36,52,Mexico Open at Vidanta
28,Aaron Baddeley,67.31%,35,52,Mexico Open at Vidanta
28,Erik Barnes,67.31%,35,52,Mexico Open at Vidanta
28,Rafael Campos,67.31%,35,52,Mexico Open at Vidanta
28,Santiago De la Fuente,67.31%,35,52,Mexico Open at Vidanta
28,Austin Eckroat,67.31%,35,52,Mexico Open at Vidanta
28,Mark Hubbard,67.31%,35,52,Mexico Open at Vidanta
28,Jake Knapp,67.31%,35,52,Mexico Open at Vidanta
28,Carl Yuan,67.31%,35,52,Mexico Open at Vidanta
,Field Average,65.72%,,,Mexico Open at Vidanta
36,Stuart Macdonald,65.38%,34,52,Mexico Open at Vidanta
36,Andrew Novak,65.38%,34,52,Mexico Open at Vidanta
36,Victor Perez,65.38%,34,52,Mexico Open at Vidanta
36,Sami Valimaki,65.38%,34,52,Mexico Open at Vidanta
40,Cameron Champ,63.46%,33,52,Mexico Open at Vidanta
40,Cristobal Del Solar,63.46%,33,52,Mexico Open at Vidanta
40,Kevin Dougherty,63.46%,33,52,Mexico Open at Vidanta
40,Lanto Griffin,63.46%,33,52,Mexico Open at Vidanta
40,Chesson Hadley,63.46%,33,52,Mexico Open at Vidanta
40,James Hahn,63.46%,33,52,Mexico Open at Vidanta
40,Davis Thompson,63.46%,33,52,Mexico Open at Vidanta
47,Stephan Jaeger,61.54%,32,52,Mexico Open at Vidanta
47,Maverick McNealy,61.54%,32,52,Mexico Open at Vidanta
47,Henrik Norlander,61.54%,32,52,Mexico Open at Vidanta
47,Austin Smotherman,61.54%,32,52,Mexico Open at Vidanta
47,Jhonattan Vegas,61.54%,32,52,Mexico Open at Vidanta
52,Joseph Bramlett,59.62%,31,52,Mexico Open at Vidanta
52,Jorge Campillo,59.62%,31,52,Mexico Open at Vidanta
52,Trace Crowe,59.62%,31,52,Mexico Open at Vidanta
52,Tony Finau,59.62%,31,52,Mexico Open at Vidanta
